Date,Currency,Exchange
9/13/2019,GBP,0.79
9/14/2019,USD,1.0
9/14/2019,CAD,1.32
9/14/2019,AUD,1.55
9/14/2019,EUR,0.92
9/14/2019,GBP,0.79
9/15/2019,USD,1.0
9/15/2019,CAD,1.32
9/15/2019,AUD,1.55
9/15/2019,EUR,0.92
9/15/2019,GBP,0.79
9/16/2019,USD,1.0
9/16/2019,CAD,1.32
9/16/2019,AUD,1.55
9/16/2019,EUR,0.92
9/16/2019,GBP,0.79
9/17/2019,USD,1.0
9/17/2019,CAD,1.32
9/17/2019,AUD,1.55
9/17/2019,EUR,0.92
9/17/2019,GBP,0.79
9/18/2019,USD,1.0
9/18/2019,CAD,1.32
9/18/2019,AUD,1.55
9/18/2019,EUR,0.92
9/18/2019,GBP,0.79
9/19/2019,USD,1.0
9/19/2019,CAD,1.32
9/19/2019,AUD,1.55
9/19/2019,EUR,0.92
9/19/2019,GBP,0.79
9/20/2019,USD,1.0
9/20/2019,CAD,1.32
9/20/2019,AUD,1.55
9/20/2019,EUR,0.92
9/20/2019,GBP,0.79
9/21/2019,USD,1.0
9/21/2019,CAD,1.32
9/21/2019,AUD,1.55
9/21/2019,EUR,0.92
9/21/2019,GBP,0.79
9/22/2019,USD,1.0
9/22/2019,CAD,1.32
9/22/2019,AUD,1.55
9/22/2019,EUR,0.92
9/22/2019,GBP,0.79
9/23/2019,USD,1.0
9/23/2019,CAD,1.32
9/23/2019,AUD,1.55
9/23/2019,EUR,0.92
9/23/2019,GBP,0.79
9/24/2019,USD,1.0
9/24/2019,CAD,1.32
9/24/2019,AUD,1.55
9/24/2019,EUR,0.92
9/24/2019,GBP,0.79
9/25/2019,USD,1.0
9/25/2019,CAD,1.32
9/25/2019,AUD,1.55
9/25/2019,EUR,0.92
9/25/2019,GBP,0.79
9/26/2019,USD,1.0
9/26/2019,CAD,1.32
9/26/2019,AUD,1.55
9/26/2019,EUR,0.92
9/26/2019,GBP,0.79
9/27/2019,USD,1.0
9/27/2019,CAD,1.32
9/27/2019,AUD,1.55
9/27/2019,EUR,0.92
9/27/2019,GBP,0.79
9/28/2019,USD,1.0
9/28/2019,CAD,1.32
9/28/2019,AUD,1.55
9/28/2019,EUR,0.92
9/28/2019,GBP,0.79
9/29/2019,USD,1.0
9/29/2019,CAD,1.32
9/29/2019,AUD,1.55
9/29/2019,EUR,0.92
9/29/2019,GBP,0.79
9/30/2019,USD,1.0
9/30/2019,CAD,1.32
9/30/2019,AUD,1.55
9/30/2019,EUR,0.92
9/30/2019,GBP,0.79
10/1/2019,USD,1.0
10/1/2019,CAD,1.32
10/1/2019,AUD,1.55
10/1/2019,EUR,0.92
10/1/2019,GBP,0.79
10/2/2019,USD,1.0
10/2/2019,CAD,1.32
10/2/2019,AUD,1.55
10/2/2019,EUR,0.92
10/2/2019,GBP,0.79
10/3/2019,USD,1.0
10/3/2019,CAD,1.32
10/3/2019,AUD,1.55
10/3/2019,EUR,0.92
10/3/2019,GBP,0.79
10/4/2019,USD,1.0
10/4/2019,CAD,1.32
10/4/2019,AUD,1.55
10/4/2019,EUR,0.92
10/4/2019,GBP,0.79
10/5/2019,USD,1.0
10/5/2019,CAD,1.32
10/5/2019,AUD,1.55
10/5/2019,EUR,0.92
10/5/2019,GBP,0.79
10/6/2019,USD,1.0
10/6/2019,CAD,1.32
10/6/2019,AUD,1.55
10/6/2019,EUR,0.92
10/6/2019,GBP,0.79
10/7/2019,USD,1.0
10/7/2019,CAD,1.32
10/7/2019,AUD,1.55
10/7/2019,EUR,0.92
10/7/2019,GBP,0.79
10/8/2019,USD,1.0
10/8/2019,CAD,1.32
10/8/2019,AUD,1.55
10/8/2019,EUR,0.92
10/8/2019,GBP,0.79
10/9/2019,USD,1.0
10/9/2019,CAD,1.32
10/9/2019,AUD,1.55
10/9/2019,EUR,0.92
10/9/2019,GBP,0.79
10/10/2019,USD,1.0
10/10/2019,CAD,1.32
10/10/2019,AUD,1.55
10/10/2019,EUR,0.92
10/10/2019,GBP,0.79
10/11/2019,USD,1.0
10/11/2019,CAD,1.32
10/11/2019,AUD,1.55
10/11/2019,EUR,0.92
10/11/2019,GBP,0.79
10/12/2019,USD,1.0
10/12/2019,CAD,1.32
10/12/2019,AUD,1.55
10/12/2019,EUR,0.92
10/12/2019,GBP,0.79
10/13/2019,USD,1.0
10/13/2019,CAD,1.32
10/13/2019,AUD,1.55
10/13/2019,EUR,0.92
10/13/2019,GBP,0.79
10/14/2019,USD,1.0
10/14/2019,CAD,1.32
10/14/2019,AUD,1.55
10/14/2019,EUR,0.92
10/14/2019,GBP,0.79
10/15/2019,USD,1.0
10/15/2019,CAD,1.32
10/15/2019,AUD,1.55
10/15/2019,EUR,0.92
10/15/2019,GBP,0.79
10/16/2019,USD,1.0
10/16/2019,CAD,1.32
10/16/2019,AUD,1.55
10/16/2019,EUR,0.92
10/16/2019,GBP,0.79
10/17/2019,USD,1.0
10/17/2019,CAD,1.32
10/17/2019,AUD,1.55
10/17/2019,EUR,0.92
10/17/2019,GBP,0.79
10/18/2019,USD,1.0
10/18/2019,CAD,1.32
10/18/2019,AUD,1.55
10/18/2019,EUR,0.92
10/18/2019,GBP,0.79
10/19/2019,USD,1.0
10/19/2019,CAD,1.32
10/19/2019,AUD,1.55
10/19/2019,EUR,0.92
10/19/2019,GBP,0.79
10/20/2019,USD,1.0
10/20/2019,CAD,1.32
10/20/2019,AUD,1.55
10/20/2019,EUR,0.92
10/20/2019,GBP,0.79
10/21/2019,USD,1.0
10/21/2019,CAD,1.32
10/21/2019,AUD,1.55
10/21/2019,EUR,0.92
10/21/2019,GBP,0.79
10/22/2019,USD,1.0
10/22/2019,CAD,1.32
10/22/2019,AUD,1.55
10/22/2019,EUR,0.92
10/22/2019,GBP,0.79
10/23/2019,USD,1.0
10/23/2019,CAD,1.32
10/23/2019,AUD,1.55
10/23/2019,EUR,0.92
10/23/2019,GBP,0.79
10/24/2019,USD,1.0
10/24/2019,CAD,1.32
10/24/2019,AUD,1.55
10/24/2019,EUR,0.92
10/24/2019,GBP,0.79
10/25/2019,USD,1.0
10/25/2019,CAD,1.32
10/25/2019,AUD,1.55
10/25/2019,EUR,0.92
10/25/2019,GBP,0.79
10/26/2019,USD,1.0
10/26/2019,CAD,1.32
10/26/2019,AUD,1.55
10/26/2019,EUR,0.92
10/26/2019,GBP,0.79
10/27/2019,USD,1.0
10/27/2019,CAD,1.32
10/27/2019,AUD,1.55
10/27/2019,EUR,0.92
10/27/2019,GBP,0.79
10/28/2019,USD,1.0
10/28/2019,CAD,1.32
10/28/2019,AUD,1.55
10/28/2019,EUR,0.92
10/28/2019,GBP,0.79
10/29/2019,USD,1.0
10/29/2019,CAD,1.32
10/29/2019,AUD,1.55
10/29/2019,EUR,0.92
10/29/2019,GBP,0.79
10/30/2019,USD,1.0
10/30/2019,CAD,1.32
10/30/2019,AUD,1.55
10/30/2019,EUR,0.92
10/30/2019,GBP,0.79
10/31/2019,USD,1.0
10/31/2019,CAD,1.32
10/31/2019,AUD,1.55
10/31/2019,EUR,0.92
10/31/2019,GBP,0.79
11/1/2019,USD,1.0
11/1/2019,CAD,1.32
11/1/2019,AUD,1.55
11/1/2019,EUR,0.92
11/1/2019,GBP,0.79
11/2/2019,USD,1.0
11/2/2019,CAD,1.32
11/2/2019,AUD,1.55
11/2/2019,EUR,0.92
11/2/2019,GBP,0.79
11/3/2019,USD,1.0
11/3/2019,CAD,1.32
11/3/2019,AUD,1.55
11/3/2019,EUR,0.92
11/3/2019,GBP,0.79
11/4/2019,USD,1.0
11/4/2019,CAD,1.32
11/4/2019,AUD,1.55
11/4/2019,EUR,0.92
11/4/2019,GBP,0.79
11/5/2019,USD,1.0
11/5/2019,CAD,1.32
11/5/2019,AUD,1.55
11/5/2019,EUR,0.92
11/5/2019,GBP,0.79
11/6/2019,USD,1.0
11/6/2019,CAD,1.32
11/6/2019,AUD,1.55
11/6/2019,EUR,0.92
11/6/2019,GBP,0.79
11/7/2019,USD,1.0
11/7/2019,CAD,1.32
11/7/2019,AUD,1.55
11/7/2019,EUR,0.92
11/7/2019,GBP,0.79
11/8/2019,USD,1.0
11/8/2019,CAD,1.32
11/8/2019,AUD,1.55
11/8/2019,EUR,0.92
11/8/2019,GBP,0.79
11/9/2019,USD,1.0
11/9/2019,CAD,1.32
11/9/2019,AUD,1.55
11/9/2019,EUR,0.92
11/9/2019,GBP,0.79
11/10/2019,USD,1.0
11/10/2019,CAD,1.32
11/10/2019,AUD,1.55
11/10/2019,EUR,0.92
11/10/2019,GBP,0.79
11/11/2019,USD,1.0
11/11/2019,CAD,1.32
11/11/2019,AUD,1.55
11/11/2019,EUR,0.92
11/11/2019,GBP,0.79
11/12/2019,USD,1.0
11/12/2019,CAD,1.32
11/12/2019,AUD,1.55
11/12/2019,EUR,0.92
11/12/2019,GBP,0.79
11/13/2019,USD,1.0
11/13/2019,CAD,1.32
11/13/2019,AUD,1.55
11/13/2019,EUR,0.92
11/13/2019,GBP,0.79
11/14/2019,USD,1.0
11/14/2019,CAD,1.32
11/14/2019,AUD,1.55
11/14/2019,EUR,0.92
11/14/2019,GBP,0.79
11/15/2019,USD,1.0
11/15/2019,CAD,1.32
11/15/2019,AUD,1.55
11/15/2019,EUR,0.92
11/15/2019,GBP,0.79
11/16/2019,USD,1.0
11/16/2019,CAD,1.32
11/16/2019,AUD,1.55
11/16/2019,EUR,0.92
11/16/2019,GBP,0.79
11/17/2019,USD,1.0
11/17/2019,CAD,1.32
11/17/2019,AUD,1.55
11/17/2019,EUR,0.92
11/17/2019,GBP,0.79
11/18/2019,USD,1.0
11/18/2019,CAD,1.32
11/18/2019,AUD,1.55
11/18/2019,EUR,0.92
11/18/2019,GBP,0.79
11/19/2019,USD,1.0
11/19/2019,CAD,1.32
11/19/2019,AUD,1.55
11/19/2019,EUR,0.92
11/19/2019,GBP,0.79
11/20/2019,USD,1.0
11/20/2019,CAD,1.32
11/20/2019,AUD,1.55
11/20/2019,EUR,0.92
11/20/2019,GBP,0.79
11/21/2019,USD,1.0
11/21/2019,CAD,1.32
11/21/2019,AUD,1.55
11/21/2019,EUR,0.92
11/21/2019,GBP,0.79
11/22/2019,USD,1.0
11/22/2019,CAD,1.32
11/22/2019,AUD,1.55
11/22/2019,EUR,0.92
11/22/2019,GBP,0.79
11/23/2019,USD,1.0
11/23/2019,CAD,1.32
11/23/2019,AUD,1.55
11/23/2019,EUR,0.92
11/23/2019,GBP,0.79
11/24/2019,USD,1.0
11/24/2019,CAD,1.32
11/24/2019,AUD,1.55
11/24/2019,EUR,0.92
11/24/2019,GBP,0.79
11/25/2019,USD,1.0
11/25/2019,CAD,1.32
11/25/2019,AUD,1.55
11/25/2019,EUR,0.92
11/25/2019,GBP,0.79
11/26/2019,USD,1.0
11/26/2019,CAD,1.32
11/26/2019,AUD,1.55
11/26/2019,EUR,0.92
11/26/2019,GBP,0.79
11/27/2019,USD,1.0
11/27/2019,CAD,1.32
11/27/2019,AUD,1.55
11/27/2019,EUR,0.92
11/27/2019,GBP,0.79
11/28/2019,USD,1.0
11/28/2019,CAD,1.32
11/28/2019,AUD,1.55
11/28/2019,EUR,0.92
11/28/2019,GBP,0.79
11/29/2019,USD,1.0
11/29/2019,CAD,1.32
11/29/2019,AUD,1.55
11/29/2019,EUR,0.92
11/29/2019,GBP,0.79
11/30/2019,USD,1.0
11/30/2019,CAD,1.32
11/30/2019,AUD,1.55
11/30/2019,EUR,0.92
11/30/2019,GBP,0.79
12/1/2019,USD,1.0
12/1/2019,CAD,1.32
12/1/2019,AUD,1.55
12/1/2019,EUR,0.92
12/1/2019,GBP,0.79
12/2/2019,USD,1.0
12/2/2019,CAD,1.32
12/2/2019,AUD,1.55
12/2/2019,EUR,0.92
12/2/2019,GBP,0.79
12/3/2019,USD,1.0
12/3/2019,CAD,1.32
12/3/2019,AUD,1.55
12/3/2019,EUR,0.92
12/3/2019,GBP,0.79
12/4/2019,USD,1.0
12/4/2019,CAD,1.32
12/4/2019,AUD,1.55
12/4/2019,EUR,0.92
12/4/2019,GBP,0.79
12/5/2019,USD,1.0
12/5/2019,CAD,1.32
12/5/2019,AUD,1.55
12/5/2019,EUR,0.92
12/5/2019,GBP,0.79
12/6/2019,USD,1.0
12/6/2019,CAD,1.32
12/6/2019,AUD,1.55
12/6/2019,EUR,0.92
12/6/2019,GBP,0.79
12/7/2019,USD,1.0
12/7/2019,CAD,1.32
12/7/2019,AUD,1.55
12/7/2019,EUR,0.92
12/7/2019,GBP,0.79
12/8/2019,USD,1.0
12/8/2019,CAD,1.32
12/8/2019,AUD,1.55
12/8/2019,EUR,0.92
12/8/2019,GBP,0.79
12/9/2019,USD,1.0
12/9/2019,CAD,1.32
12/9/2019,AUD,1.55
12/9/2019,EUR,0.92
12/9/2019,GBP,0.79
12/10/2019,USD,1.0
12/10/2019,CAD,1.32
12/10/2019,AUD,1.55
12/10/2019,EUR,0.92
12/10/2019,GBP,0.79
12/11/2019,USD,1.0
12/11/2019,CAD,1.32
12/11/2019,AUD,1.55
12/11/2019,EUR,0.92
12/11/2019,GBP,0.79
12/12/2019,USD,1.0
12/12/2019,CAD,1.32
12/12/2019,AUD,1.55
12/12/2019,EUR,0.92
12/12/2019,GBP,0.79
12/13/2019,USD,1.0
12/13/2019,CAD,1.32
12/13/2019,AUD,1.55
12/13/2019,EUR,0.92
12/13/2019,GBP,0.79
12/14/2019,USD,1.0
12/14/2019,CAD,1.32
12/14/2019,AUD,1.55
12/14/2019,EUR,0.92
12/14/2019,GBP,0.79
12/15/2019,USD,1.0
12/15/2019,CAD,1.32
12/15/2019,AUD,1.55
12/15/2019,EUR,0.92
12/15/2019,GBP,0.79
12/16/2019,USD,1.0
12/16/2019,CAD,1.32
12/16/2019,AUD,1.55
12/16/2019,EUR,0.92
12/16/2019,GBP,0.79
12/17/2019,USD,1.0
12/17/2019,CAD,1.32
12/17/2019,AUD,1.55
12/17/2019,EUR,0.92
12/17/2019,GBP,0.79
12/18/2019,USD,1.0
12/18/2019,CAD,1.32
12/18/2019,AUD,1.55
12/18/2019,EUR,0.92
12/18/2019,GBP,0.79
12/19/2019,USD,1.0
12/19/2019,CAD,1.32
12/19/2019,AUD,1.55
12/19/2019,EUR,0.92
12/19/2019,GBP,0.79
12/20/2019,USD,1.0
12/20/2019,CAD,1.32
12/20/2019,AUD,1.55
12/20/2019,EUR,0.92
12/20/2019,GBP,0.79
12/21/2019,USD,1.0
12/21/2019,CAD,1.32
12/21/2019,AUD,1.55
12/21/2019,EUR,0.92
12/21/2019,GBP,0.79
12/22/2019,USD,1.0
12/22/2019,CAD,1.32
12/22/2019,AUD,1.55
12/22/2019,EUR,0.92
12/22/2019,GBP,0.79
12/23/2019,USD,1.0
12/23/2019,CAD,1.32
12/23/2019,AUD,1.55
12/23/2019,EUR,0.92
12/23/2019,GBP,0.79
12/24/2019,USD,1.0
12/24/2019,CAD,1.32
12/24/2019,AUD,1.55
12/24/2019,EUR,0.92
12/24/2019,GBP,0.79
12/25/2019,USD,1.0
12/25/2019,CAD,1.32
12/25/2019,AUD,1.55
12/25/2019,EUR,0.92
12/25/2019,GBP,0.79
12/26/2019,USD,1.0
12/26/2019,CAD,1.32
12/26/2019,AUD,1.55
12/26/2019,EUR,0.92
12/26/2019,GBP,0.79
12/27/2019,USD,1.0
12/27/2019,CAD,1.32
12/27/2019,AUD,1.55
12/27/2019,EUR,0.92
12/27/2019,GBP,0.79
12/28/2019,USD,1.0
12/28/2019,CAD,1.32
12/28/2019,AUD,1.55
12/28/2019,EUR,0.92
12/28/2019,GBP,0.79
12/29/2019,USD,1.0
12/29/2019,CAD,1.32
12/29/2019,AUD,1.55
12/29/2019,EUR,0.92
12/29/2019,GBP,0.79
12/30/2019,USD,1.0
12/30/2019,CAD,1.32
12/30/2019,AUD,1.55
12/30/2019,EUR,0.92
12/30/2019,GBP,0.79
12/31/2019,USD,1.0
12/31/2019,CAD,1.32
12/31/2019,AUD,1.55
12/31/2019,EUR,0.92
12/31/2019,GBP,0.79
1/1/2020,USD,1.0
1/1/2020,CAD,1.32
1/1/2020,AUD,1.55
1/1/2020,EUR,0.92
1/1/2020,GBP,0.79
1/2/2020,USD,1.0
1/2/2020,CAD,1.32
1/2/2020,AUD,1.55
1/2/2020,EUR,0.92
1/2/2020,GBP,0.79
1/3/2020,USD,1.0
1/3/2020,CAD,1.32
1/3/2020,AUD,1.55
1/3/2020,EUR,0.92
1/3/2020,GBP,0.79
1/4/2020,USD,1.0
1/4/2020,CAD,1.32
1/4/2020,AUD,1.55
1/4/2020,EUR,0.92
1/4/2020,GBP,0.79
1/5/2020,USD,1.0
1/5/2020,CAD,1.32
1/5/2020,AUD,1.55
1/5/2020,EUR,0.92
1/5/2020,GBP,0.79
1/6/2020,USD,1.0
1/6/2020,CAD,1.32
1/6/2020,AUD,1.55
1/6/2020,EUR,0.92
1/6/2020,GBP,0.79
1/7/2020,USD,1.0
1/7/2020,CAD,1.32
1/7/2020,AUD,1.55
1/7/2020,EUR,0.92
1/7/2020,GBP,0.79
1/8/2020,USD,1.0
1/8/2020,CAD,1.32
1/8/2020,AUD,1.55
1/8/2020,EUR,0.92
1/8/2020,GBP,0.79
1/9/2020,USD,1.0
1/9/2020,CAD,1.32
1/9/2020,AUD,1.55
1/9/2020,EUR,0.92
1/9/2020,GBP,0.79
1/10/2020,USD,1.0
1/10/2020,CAD,1.32
1/10/2020,AUD,1.55
1/10/2020,EUR,0.92
1/10/2020,GBP,0.79
1/11/2020,USD,1.0
1/11/2020,CAD,1.32
1/11/2020,AUD,1.55
1/11/2020,EUR,0.92
1/11/2020,GBP,0.79
1/12/2020,USD,1.0
1/12/2020,CAD,1.32
1/12/2020,AUD,1.55
1/12/2020,EUR,0.92
1/12/2020,GBP,0.79
1/13/2020,USD,1.0
1/13/2020,CAD,1.32
1/13/2020,AUD,1.55
1/13/2020,EUR,0.92
1/13/2020,GBP,0.79
1/14/2020,USD,1.0
1/14/2020,CAD,1.32
1/14/2020,AUD,1.55
1/14/2020,EUR,0.92
1/14/2020,GBP,0.79
1/15/2020,USD,1.0
1/15/2020,CAD,1.32
1/15/2020,AUD,1.55
1/15/2020,EUR,0.92
1/15/2020,GBP,0.79
1/16/2020,USD,1.0
1/16/2020,CAD,1.32
1/16/2020,AUD,1.55
1/16/2020,EUR,0.92
1/16/2020,GBP,0.79
1/17/2020,USD,1.0
1/17/2020,CAD,1.32
1/17/2020,AUD,1.55
1/17/2020,EUR,0.92
1/17/2020,GBP,0.79
1/18/2020,USD,1.0
1/18/2020,CAD,1.32
1/18/2020,AUD,1.55
1/18/2020,EUR,0.92
1/18/2020,GBP,0.79
1/19/2020,USD,1.0
1/19/2020,CAD,1.32
1/19/2020,AUD,1.55
1/19/2020,EUR,0.92
1/19/2020,GBP,0.79
1/20/2020,USD,1.0
1/20/2020,CAD,1.32
1/20/2020,AUD,1.55
1/20/2020,EUR,0.92
1/20/2020,GBP,0.79
1/21/2020,USD,1.0
1/21/2020,CAD,1.32
1/21/2020,AUD,1.55
1/21/2020,EUR,0.92
1/21/2020,GBP,0.79
1/22/2020,USD,1.0
1/22/2020,CAD,1.32
1/22/2020,AUD,1.55
1/22/2020,EUR,0.92
1/22/2020,GBP,0.79
1/23/2020,USD,1.0
1/23/2020,CAD,1.32
1/23/2020,AUD,1.55
1/23/2020,EUR,0.92
1/23/2020,GBP,0.79
1/24/2020,USD,1.0
1/24/2020,CAD,1.32
1/24/2020,AUD,1.55
1/24/2020,EUR,0.92
1/24/2020,GBP,0.79
1/25/2020,USD,1.0
1/25/2020,CAD,1.32
1/25/2020,AUD,1.55
1/25/2020,EUR,0.92
1/25/2020,GBP,0.79
1/26/2020,USD,1.0
1/26/2020,CAD,1.32
1/26/2020,AUD,1.55
1/26/2020,EUR,0.92
1/26/2020,GBP,0.79
1/27/2020,USD,1.0
1/27/2020,CAD,1.32
1/27/2020,AUD,1.55
1/27/2020,EUR,0.92
1/27/2020,GBP,0.79
1/28/2020,USD,1.0
1/28/2020,CAD,1.32
1/28/2020,AUD,1.55
1/28/2020,EUR,0.92
1/28/2020,GBP,0.79
1/29/2020,USD,1.0
1/29/2020,CAD,1.32
1/29/2020,AUD,1.55
1/29/2020,EUR,0.92
1/29/2020,GBP,0.79
1/30/2020,USD,1.0
1/30/2020,CAD,1.32
1/30/2020,AUD,1.55
1/30/2020,EUR,0.92
1/30/2020,GBP,0.79
1/31/2020,USD,1.0
1/31/2020,CAD,1.32
1/31/2020,AUD,1.55
1/31/2020,EUR,0.92
1/31/2020,GBP,0.79
2/1/2020,USD,1.0
2/1/2020,CAD,1.32
2/1/2020,AUD,1.55
2/1/2020,EUR,0.92
2/1/2020,GBP,0.79
2/2/2020,USD,1.0
2/2/2020,CAD,1.32
2/2/2020,AUD,1.55
2/2/2020,EUR,0.92
2/2/2020,GBP,0.79
2/3/2020,USD,1.0
2/3/2020,CAD,1.32
2/3/2020,AUD,1.55
2/3/2020,EUR,0.92
2/3/2020,GBP,0.79
2/4/2020,USD,1.0
2/4/2020,CAD,1.32
2/4/2020,AUD,1.55
2/4/2020,EUR,0.92
2/4/2020,GBP,0.79
2/5/2020,USD,1.0
2/5/2020,CAD,1.32
2/5/2020,AUD,1.55
2/5/2020,EUR,0.92
2/5/2020,GBP,0.79
2/6/2020,USD,1.0
2/6/2020,CAD,1.32
2/6/2020,AUD,1.55
2/6/2020,EUR,0.92
2/6/2020,GBP,0.79
2/7/2020,USD,1.0
2/7/2020,CAD,1.32
2/7/2020,AUD,1.55
2/7/2020,EUR,0.92
2/7/2020,GBP,0.79
2/8/2020,USD,1.0
2/8/2020,CAD,1.32
2/8/2020,AUD,1.55
2/8/2020,EUR,0.92
2/8/2020,GBP,0.79
2/9/2020,USD,1.0
2/9/2020,CAD,1.32
2/9/2020,AUD,1.55
2/9/2020,EUR,0.92
2/9/2020,GBP,0.79
2/10/2020,USD,1.0
2/10/2020,CAD,1.32
2/10/2020,AUD,1.55
2/10/2020,EUR,0.92
2/10/2020,GBP,0.79
2/11/2020,USD,1.0
2/11/2020,CAD,1.32
2/11/2020,AUD,1.55
2/11/2020,EUR,0.92
2/11/2020,GBP,0.79
2/12/2020,USD,1.0
2/12/2020,CAD,1.32
2/12/2020,AUD,1.55
2/12/2020,EUR,0.92
2/12/2020,GBP,0.79
2/13/2020,USD,1.0
2/13/2020,CAD,1.32
2/13/2020,AUD,1.55
2/13/2020,EUR,0.92
2/13/2020,GBP,0.79
2/14/2020,USD,1.0
2/14/2020,CAD,1.32
2/14/2020,AUD,1.55
2/14/2020,EUR,0.92
2/14/2020,GBP,0.79
2/15/2020,USD,1.0
2/15/2020,CAD,1.32
2/15/2020,AUD,1.55
2/15/2020,EUR,0.92
2/15/2020,GBP,0.79
2/16/2020,USD,1.0
2/16/2020,CAD,1.32
2/16/2020,AUD,1.55
2/16/2020,EUR,0.92
2/16/2020,GBP,0.79
2/17/2020,USD,1.0
2/17/2020,CAD,1.32
2/17/2020,AUD,1.55
2/17/2020,EUR,0.92
2/17/2020,GBP,0.79
2/18/2020,USD,1.0
2/18/2020,CAD,1.32
2/18/2020,AUD,1.55
2/18/2020,EUR,0.92
2/18/2020,GBP,0.79
2/19/2020,USD,1.0
2/19/2020,CAD,1.32
2/19/2020,AUD,1.55
2/19/2020,EUR,0.92
2/19/2020,GBP,0.79
2/20/2020,USD,1.0
2/20/2020,CAD,1.32
2/20/2020,AUD,1.55
2/20/2020,EUR,0.92
2/20/2020,GBP,0.79
2/21/2020,USD,1.0
2/21/2020,CAD,1.32
2/21/2020,AUD,1.55
2/21/2020,EUR,0.92
2/21/2020,GBP,0.79
2/22/2020,USD,1.0
2/22/2020,CAD,1.32
2/22/2020,AUD,1.55
2/22/2020,EUR,0.92
2/22/2020,GBP,0.79
2/23/2020,USD,1.0
2/23/2020,CAD,1.32
2/23/2020,AUD,1.55
2/23/2020,EUR,0.92
2/23/2020,GBP,0.79
2/24/2020,USD,1.0
2/24/2020,CAD,1.32
2/24/2020,AUD,1.55
2/24/2020,EUR,0.92
2/24/2020,GBP,0.79
2/25/2020,USD,1.0
2/25/2020,CAD,1.32
2/25/2020,AUD,1.55
2/25/2020,EUR,0.92
2/25/2020,GBP,0.79
2/26/2020,USD,1.0
2/26/2020,CAD,1.32
2/26/2020,AUD,1.55
2/26/2020,EUR,0.92
2/26/2020,GBP,0.79
2/27/2020,USD,1.0
2/27/2020,CAD,1.32
2/27/2020,AUD,1.55
2/27/2020,EUR,0.92
2/27/2020,GBP,0.79
2/28/2020,USD,1.0
2/28/2020,CAD,1.32
2/28/2020,AUD,1.55
2/28/2020,EUR,0.92
2/28/2020,GBP,0.79
2/29/2020,USD,1.0
2/29/2020,CAD,1.32
2/29/2020,AUD,1.55
2/29/2020,EUR,0.92
2/29/2020,GBP,0.79
3/1/2020,USD,1.0
3/1/2020,CAD,1.32
3/1/2020,AUD,1.55
3/1/2020,EUR,0.92
3/1/2020,GBP,0.79
3/2/2020,USD,1.0
3/2/2020,CAD,1.32
3/2/2020,AUD,1.55
3/2/2020,EUR,0.92
3/2/2020,GBP,0.79
3/3/2020,USD,1.0
3/3/2020,CAD,1.32
3/3/2020,AUD,1.55
3/3/2020,EUR,0.92
3/3/2020,GBP,0.79
3/4/2020,USD,1.0
3/4/2020,CAD,1.32
3/4/2020,AUD,1.55
3/4/2020,EUR,0.92
3/4/2020,GBP,0.79
3/5/2020,USD,1.0
3/5/2020,CAD,1.32
3/5/2020,AUD,1.55
3/5/2020,EUR,0.92
3/5/2020,GBP,0.79
3/6/2020,USD,1.0
3/6/2020,CAD,1.32
3/6/2020,AUD,1.55
3/6/2020,EUR,0.92
3/6/2020,GBP,0.79
3/7/2020,USD,1.0
3/7/2020,CAD,1.32
3/7/2020,AUD,1.55
3/7/2020,EUR,0.92
3/7/2020,GBP,0.79
3/8/2020,USD,1.0
3/8/2020,CAD,1.32
3/8/2020,AUD,1.55
3/8/2020,EUR,0.92
3/8/2020,GBP,0.79
3/9/2020,USD,1.0
3/9/2020,CAD,1.32
3/9/2020,AUD,1.55
3/9/2020,EUR,0.92
3/9/2020,GBP,0.79
3/10/2020,USD,1.0
3/10/2020,CAD,1.32
3/10/2020,AUD,1.55
3/10/2020,EUR,0.92
3/10/2020,GBP,0.79
3/11/2020,USD,1.0
3/11/2020,CAD,1.32
3/11/2020,AUD,1.55
3/11/2020,EUR,0.92
3/11/2020,GBP,0.79
3/12/2020,USD,1.0
3/12/2020,CAD,1.32
3/12/2020,AUD,1.55
3/12/2020,EUR,0.92
3/12/2020,GBP,0.79
3/13/2020,USD,1.0
3/13/2020,CAD,1.32
3/13/2020,AUD,1.55
3/13/2020,EUR,0.92
3/13/2020,GBP,0.79
3/14/2020,USD,1.0
3/14/2020,CAD,1.32
3/14/2020,AUD,1.55
3/14/2020,EUR,0.92
3/14/2020,GBP,0.79
3/15/2020,USD,1.0
3/15/2020,CAD,1.32
3/15/2020,AUD,1.55
3/15/2020,EUR,0.92
3/15/2020,GBP,0.79
3/16/2020,USD,1.0
3/16/2020,CAD,1.32
3/16/2020,AUD,1.55
3/16/2020,EUR,0.92
3/16/2020,GBP,0.79
3/17/2020,USD,1.0
3/17/2020,CAD,1.32
3/17/2020,AUD,1.55
3/17/2020,EUR,0.92
3/17/2020,GBP,0.79
3/18/2020,USD,1.0
3/18/2020,CAD,1.32
3/18/2020,AUD,1.55
3/18/2020,EUR,0.92
3/18/2020,GBP,0.79
3/19/2020,USD,1.0
3/19/2020,CAD,1.32
3/19/2020,AUD,1.55
3/19/2020,EUR,0.92
3/19/2020,GBP,0.79
3/20/2020,USD,1.0
3/20/2020,CAD,1.32
3/20/2020,AUD,1.55
3/20/2020,EUR,0.92
